"PCB.cir","Reference Designator","LMS-Number","SAP-Number","Usage","Status","Value","Parttype","Ex component","Cluster test","Package_tech","VariantenManagment","Package Name","Description"
"","reference","partName","partNumber","Traffic_Light","Status","Value","Parttype","Ex_component","Cluster_test","Package_tech","variation","packageName","Description"
"1.cmp276","X73","LMS-003604","71108386","green","","","1015BZ","","","W","","THD_X_TP_L2.8W0.5H4.0","Loetstift     MS Sn gerade   2,8    7,5"
"1.cmp270","X74","LMS-003604","71108386","green","","","1015BZ","","","W","","THD_X_TP_L2.8W0.5H4.0","Loetstift     MS Sn gerade   2,8    7,5"
"1.cmp282","X75","LMS-003604","71108386","green","","","1015BZ","","","W","","THD_X_TP_L2.8W0.5H4.0","Loetstift     MS Sn gerade   2,8    7,5"
"1.cmp300","X76","LMS-003604","71108386","green","","","1015BZ","","","W","","THD_X_TP_L2.8W0.5H4.0","Loetstift     MS Sn gerade   2,8    7,5"
"1.cmp312","X77","LMS-003604","71108386","green","","","1015BZ","","","W","","THD_X_TP_L2.8W0.5H4.0","Loetstift     MS Sn gerade   2,8    7,5"
"1.cmp330","X78","LMS-003604","71108386","green","","","1015BZ","","","W","","THD_X_TP_L2.8W0.5H4.0","Loetstift     MS Sn gerade   2,8    7,5"
"1.cmp272","X79","LMS-003604","71108386","green","","","1015BZ","","","W","","THD_X_TP_L2.8W0.5H4.0","Loetstift     MS Sn gerade   2,8    7,5"
"1.cmp271","X80","LMS-003604","71108386","green","","","1015BZ","","","W","","THD_X_TP_L2.8W0.5H4.0","Loetstift     MS Sn gerade   2,8    7,5"
"1.cmp283","X81","LMS-003604","71108386","green","","","1015BZ","","","W","","THD_X_TP_L2.8W0.5H4.0","Loetstift     MS Sn gerade   2,8    7,5"
"1.cmp305","X82","LMS-003604","71108386","green","","","1015BZ","","","W","","THD_X_TP_L2.8W0.5H4.0","Loetstift     MS Sn gerade   2,8    7,5"
"1.cmp313","X83","LMS-003604","71108386","green","","","1015BZ","","","W","","THD_X_TP_L2.8W0.5H4.0","Loetstift     MS Sn gerade   2,8    7,5"
"1.cmp335","X84","LMS-003604","71108386","green","","","1015BZ","","","W","","THD_X_TP_L2.8W0.5H4.0","Loetstift     MS Sn gerade   2,8    7,5"
"1.cmp488","X85","LMS-000395","50096323","green","","","","","","W","","THD_X_P_2.54_TOP_2_7","Stiftleiste LP/LP 2* 7POL RM2,54  GE"
"1.cmp489","X85","LMS-000395","50096323","green","","","","","","W","","THD_X_P_2.54_TOP_2_7","Stiftleiste LP/LP 2* 7POL RM2,54  GE"
"1.cmp490","X85","LMS-000395","50096323","green","","","","","","W","","THD_X_P_2.54_TOP_2_7","Stiftleiste LP/LP 2* 7POL RM2,54  GE"
"1.cmp491","X85","LMS-000395","50096323","green","","","","","","W","","THD_X_P_2.54_TOP_2_7","Stiftleiste LP/LP 2* 7POL RM2,54  GE"
"1.cmp492","X85","LMS-000395","50096323","green","","","","","","W","","THD_X_P_2.54_TOP_2_7","Stiftleiste LP/LP 2* 7POL RM2,54  GE"
"1.cmp493","X85","LMS-000395","50096323","green","","","","","","W","","THD_X_P_2.54_TOP_2_7","Stiftleiste LP/LP 2* 7POL RM2,54  GE"
"1.cmp494","X85","LMS-000395","50096323","green","","","","","","W","","THD_X_P_2.54_TOP_2_7","Stiftleiste LP/LP 2* 7POL RM2,54  GE"
"1.cmp495","X85","LMS-000395","50096323","green","","","","","","W","","THD_X_P_2.54_TOP_2_7","Stiftleiste LP/LP 2* 7POL RM2,54  GE"
"1.cmp496","X85","LMS-000395","50096323","green","","","","","","W","","THD_X_P_2.54_TOP_2_7","Stiftleiste LP/LP 2* 7POL RM2,54  GE"
"1.cmp497","X85","LMS-000395","50096323","green","","","","","","W","","THD_X_P_2.54_TOP_2_7","Stiftleiste LP/LP 2* 7POL RM2,54  GE"
"1.cmp498","X85","LMS-000395","50096323","green","","","","","","W","","THD_X_P_2.54_TOP_2_7","Stiftleiste LP/LP 2* 7POL RM2,54  GE"
"1.cmp499","X85","LMS-000395","50096323","green","","","","","","W","","THD_X_P_2.54_TOP_2_7","Stiftleiste LP/LP 2* 7POL RM2,54  GE"
"1.cmp500","X85","LMS-000395","50096323","green","","","","","","W","","THD_X_P_2.54_TOP_2_7","Stiftleiste LP/LP 2* 7POL RM2,54  GE"
"1.cmp501","X85","LMS-000395","50096323","green","","","","","","W","","THD_X_P_2.54_TOP_2_7","Stiftleiste LP/LP 2* 7POL RM2,54  GE"
