"PCB.cir","Reference Designator","LMS-Number","SAP-Number","Usage","Status","Value","Parttype","Ex component","Cluster test","Package_tech","VariantenManagment","Package Name","Description"
"","reference","partName","partNumber","Traffic_Light","Status","Value","Parttype","Ex_component","Cluster_test","Package_tech","variation","packageName","Description"
"1.cmp1610","X9","LMS-000395","50096323","green","","","","","","W","","THD_X_P_2.54_TOP_2_7","Stiftleiste LP/LP 2* 7POL RM2,54  GE"
"1.cmp1611","X9","LMS-000395","50096323","green","","","","","","W","","THD_X_P_2.54_TOP_2_7","Stiftleiste LP/LP 2* 7POL RM2,54  GE"
"2.cmp583","X68","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp582","X68","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp585","X69","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp584","X69","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp587","X70","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp586","X70","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp589","X71","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp588","X71","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp590","X72","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp591","X72","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp593","X73","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp592","X73","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp595","X74","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp594","X74","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp597","X75","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp596","X75","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp599","X76","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp598","X76","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp600","X77","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp601","X77","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp603","X78","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp602","X78","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp605","X79","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp604","X79","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp607","X80","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp606","X80","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp609","X81","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp608","X81","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp610","X82","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp611","X82","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp613","X83","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp612","X83","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp615","X84","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp614","X84","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp617","X85","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp616","X85","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp619","X86","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp618","X86","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp620","X87","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp621","X87","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp623","X88","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp622","X88","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp625","X89","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp624","X89","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp627","X90","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp626","X90","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp629","X91","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp628","X91","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp630","X92","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp631","X92","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp633","X93","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp632","X93","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp635","X94","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp634","X94","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp637","X95","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp636","X95","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp639","X96","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp638","X96","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp640","X97","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp641","X97","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp643","X98","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp642","X98","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp645","X99","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp644","X99","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp647","X100","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp646","X100","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp649","X101","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp648","X101","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp650","X102","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp651","X102","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp653","X103","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp652","X103","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp655","X104","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp654","X104","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp657","X105","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp656","X105","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp659","X106","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp658","X106","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp660","X107","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp661","X107","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp663","X108","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp662","X108","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp665","X109","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp664","X109","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp667","X110","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp666","X110","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp669","X111","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp668","X111","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp670","X112","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp671","X112","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp673","X113","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp672","X113","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp675","X114","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp674","X114","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp677","X115","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp676","X115","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp680","X116","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp679","X116","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp681","X117","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp682","X117","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp684","X118","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp683","X118","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp686","X119","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp685","X119","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp688","X120","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp687","X120","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp690","X121","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp689","X121","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp691","X122","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp692","X122","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp694","X123","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp693","X123","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp696","X124","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp695","X124","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp698","X125","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp697","X125","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp700","X126","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp699","X126","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp701","X127","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp702","X127","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp704","X128","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp703","X128","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp706","X129","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp705","X129","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp708","X130","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp707","X130","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp710","X131","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
"2.cmp709","X131","LMS-004369","50019232","green","","","","","","W","","THD_X_P_2.54_TOP_1_2_2","STIFTLEISTE-PF  1*   2POL RM2,54 GERADE"
